timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,asn,source_record_id
2024-11-01T00:02:55Z,10.20.1.81,10.20.10.240,59167,8333,eada954bd347f5bd0e387d397bb87bc7ca65a1447aef1179e47f7ef62898f0c4,"[""bc1q6vpevsdl3rxqupgd7yh67r2eymq65k0r5hn2wg""]","[""bc1q0gew8wunha5zlnk0eg2pxlt289lk27kxv79awn""]","[""1.03408268""]","[""1.03406661""]",0.00001607,P2WPKH,CH,AS64545 Synthetic CH Transit Cooperative 2,R00000011
2024-11-01T00:03:01Z,192.0.2.9,10.20.11.187,10734,8333,8cda751c51e2c2ca53a37efe34aa7ae35ab3192edab1a2e7e6a9062c460265d6,"[""bc1qj0dtjjjrf3xpgs2f8qlwc3klvw9zmtq8esse9e""]","[""bc1qq8caz8mr63mv4sc94m7cdwpxuff6gpkq6gnl82""]","[""0.00317584""]","[""0.00314899""]",0.00002685,MultiSig,BE,AS64542 Synthetic BE Transit Cooperative 1,R00000012
2024-11-01T00:03:17Z,10.20.11.138,10.20.11.139,26376,8333,9c476e406411953fd8538c2ec1df81f1bfec2245d104b588e1e7eb62deeda8f2,"[""bc1q0yj6mvanggzydfju5p9r25wmmyhwmfetpgs4vt""]","[""bc1q75afqgezaf5c3wvvfv4p6wh733575txysk4stl""]","[""0.14490064""]","[""0.14488143""]",0.00001921,P2WPKH,AR,AS64539 Synthetic AR Transit Cooperative 2,R00000013
2024-11-01T00:04:10Z,10.20.7.188,10.20.10.133,34738,8333,ec30d105fca88f8978d3481d2b49e0dca9d863e0314a3e852c794739b3c2a55d,"[""bc1qzl9ggj44a76037mux4hvqzqyhjak9r959xn2dj""]","[""bc1qpuxv44dnx8dxu7dwyvk6um0u9qe0qptf83mmte""]","[""0.45242520""]","[""0.45241709""]",0.00000811,P2WPKH,AE,AS64536 Synthetic AE Transit Cooperative 1,R00000014
2024-11-01T00:05:46Z,10.20.10.240,10.20.1.81,23176,8333,d386396ef281d3fa88045a01872bf079acc204cc2a9110b1d298830798e7c2f0,"[""bc1qm9de3wjkm9sndjsddsxxrt4sxzshhjdsmuk0c9""]","[""bc1qywfu2lyw6ae2wtvuadz39ft8ermhx63rlyf4vl""]","[""2.38821372""]","[""2.38820238""]",0.00001134,P2WPKH,NZ,AS64581 Synthetic NZ Transit Cooperative 2,R00000015
2024-11-01T00:06:58Z,10.20.7.188,10.20.4.3,51028,18332,6e0d5f15c232f64c6f056b6439be5aa3d8a154b9e93c2df1e521f1aa13fcc71e,"[""bc1qalut9mdezaqvf57ywpm09ckes8r9wdk9g2su75""]","[""bc1qywfu2lyw6ae2wtvuadz39ft8ermhx63rlyf4vl""]","[""1.61694274""]","[""1.61693514""]",0.00000760,P2WPKH,AE,AS64536 Synthetic AE Transit Cooperative 1,R00000016
2024-11-01T00:07:10Z,192.0.2.179,10.20.11.138,26445,18332,afca56705cbb5c231ab4a435b65d9ffbb28cd6cb81d4677c970b9751a2fad581,"[""bc1q0gew8wunha5zlnk0eg2pxlt289lk27kxv79awn""]","[""bc1qgkqtmyejs7nhhp5hl35v8hfjfr3k80cfs2ljt9""]","[""1.88464881""]","[""1.88462992""]",0.00001889,P2WPKH,ZA,AS64535 Synthetic ZA Transit Cooperative 2,R00000017
2024-11-01T00:09:49Z,10.20.11.138,10.20.11.139,2529,8333,cd15fc25d5eb9648635a52d4a911d1c54c9031c1c5b87f3e62cdc5ec4775fae3,"[""bc1qvfzxyu29563lgm0tl8znc38ac3gkhtteqhyuk6""]","[""bc1qzl9ggj44a76037mux4hvqzqyhjak9r959xn2dj""]","[""0.87934347""]","[""0.87932807""]",0.00001540,P2WPKH,AR,AS64539 Synthetic AR Transit Cooperative 2,R00000018
2024-11-01T00:09:51Z,10.20.1.81,10.20.1.82,32395,8333,e48e201e94fddf3bb5ecfe7c886e16db71bd28c324ed04d9f2a42a3a3d289d38,"[""bc1qhu9h42nwf7zjr0u533zqrpaya8zu8t8tllm8wf""]","[""bc1qywfu2lyw6ae2wtvuadz39ft8ermhx63rlyf4vl""]","[""0.52180478""]","[""0.52178879""]",0.00001599,P2WPKH,CH,AS64545 Synthetic CH Transit Cooperative 2,R00000019
2024-11-01T00:10:06Z,10.20.10.133,10.20.7.188,24764,8333,312b054024422f7d1969e97a1ca9ab0f472019a0e61966b379863fd329fba00e,"[""bc1qvfzxyu29563lgm0tl8znc38ac3gkhtteqhyuk6""]","[""bc1qclu5kw4sgnef46tvst0qp8vxut22uvz8jg0us0""]","[""1.15892405""]","[""1.15891352""]",0.00001053,P2WPKH,ID,AS64564 Synthetic ID Transit Cooperative 1,R00000020
2024-11-01T00:11:49Z,192.0.2.7,10.20.8.230,33738,8333,b4284d8456a6ea9c7a4b28aa6628a1b49a7d7752b79e04c7bacaf919003fcdbc,"[""bc1qqa29yt5wyehqtn9vdsxcqknfumg2cg8d372ny0""]","[""bc1q676wnpn0lr2tuymzsp39yat9gz22hhpc9509fm""]","[""0.09725155""]","[""0.09723074""]",0.00002081,P2SH,RO,AS64587 Synthetic RO Transit Cooperative 2,R00000021
2024-11-01T00:11:56Z,192.0.2.1,192.0.2.55,35037,18332,2effe29093d8d6517b6d7ca19c6c66a19e4099aab77fd2452f05490953760f86,"[""bc1q7gwx8sgywzdzydhkn3v9vvglu7048huqecn6zc"",""bc1qf3k2a5yc5qlshd2mdqjhttnqcgr0vpp8qr8ghs"",""bc1qxy88hfww9dthe0342jp8v2px30z9kvngd6ptcd""]","[""bc1qk3x2ga93mk3jrpn8nfs79he8fjx290pgt74wjm""]","[""0.00289936"",""0.00109515"",""0.00420809""]","[""0.00814863""]",0.00005397,P2PKH,MX,AS64574 Synthetic MX Transit Cooperative 1,R00000022
2024-11-01T00:12:04Z,192.0.2.1,198.51.100.222,5438,8333,9857c3b2d67e9663346d13172a0a360cc550aaba9fd44866c6a572fa5fe9ff07,"[""bc1qpm5u88drqaue824as55fxrrq9jujcxq6nfmjup""]","[""bc1qy3l3j67kmzgrht496kgduq73jfltwdrfpsn8l3"",""bc1qmnft36xxkv2j5a0wyqz09fhxxrmfwmnsj54zv6""]","[""0.00246113""]","[""0.00024289"",""0.00218252""]",0.00003572,P2PKH,MX,AS64574 Synthetic MX Transit Cooperative 1,R00000023
2024-11-01T00:12:10Z,10.20.11.138,192.0.2.179,38690,8333,2008a71144990411cc2d90967a060dd3ef29ca755ba332759863fa63a243c167,"[""bc1q8ceale9qzqqllcwr9ht7zm5pu60tpvmwza7qas""]","[""bc1q74894g8p232rshflz6wwnlnnk6ff0e9e93r9p6""]","[""2.32815377""]","[""2.32813460""]",0.00001917,P2WPKH,AR,AS64539 Synthetic AR Transit Cooperative 2,R00000024
2024-11-01T00:12:23Z,10.20.1.81,10.20.1.82,12626,8333,bc0eaac367e9acd903d3111c53f6124a3a4829e4038c5410057e94ea735b312d,"[""bc1qa90j5wv76umy0fxk48n0auv3l7yfzmt8rw4k9e""]","[""bc1qywfu2lyw6ae2wtvuadz39ft8ermhx63rlyf4vl""]","[""1.07054105""]","[""1.07052883""]",0.00001222,P2WPKH,CH,AS64545 Synthetic CH Transit Cooperative 2,R00000025
2024-11-01T00:13:01Z,10.20.10.133,10.20.4.3,1216,18333,f4d27e9a367364aeec24262dc6a24dca5a9c97f839e4346429d8c546e1f486c2,"[""bc1q0gew8wunha5zlnk0eg2pxlt289lk27kxv79awn""]","[""bc1q0yj6mvanggzydfju5p9r25wmmyhwmfetpgs4vt""]","[""0.51869237""]","[""0.51868150""]",0.00001087,P2WPKH,ID,AS64564 Synthetic ID Transit Cooperative 1,R00000026
2024-11-01T00:14:50Z,10.20.1.81,10.20.10.240,42374,8333,da935dabcaf73ad66bb5d41494637af830e3ada54587868af3438bf9195f8c2b,"[""bc1qfcvc9vrgay4jx9plm56jf0cx346gy3xtdywa8g""]","[""bc1qm9de3wjkm9sndjsddsxxrt4sxzshhjdsmuk0c9""]","[""0.97464705""]","[""0.97463960""]",0.00000745,P2WPKH,CH,AS64545 Synthetic CH Transit Cooperative 2,R00000027
2024-11-01T00:15:27Z,192.0.2.5,10.20.1.124,61953,8332,59608dd5e8ae4d9babd65f7f4b0bbca7bb9fe033fce65e8a7e2184c4b3958510,"[""bc1qntprfztks4d6zglpuw74l73svs0hxfxj7fl4jd"",""bc1q7gwx8sgywzdzydhkn3v9vvglu7048huqecn6zc""]","[""bc1q4aqpnda7x5gt6zpdu0cva6rwv9knzgvcm3dkgd"",""bc1q93q0nt3uf9w3kzuuhxw5rxngstvd9ur0xh9uh7""]","[""0.00007126"",""0.00140604""]","[""0.00130933"",""0.00011510""]",0.00005287,P2WPKH,US,AS64533 Synthetic US Transit Cooperative 2,R00000028
2024-11-01T00:15:31Z,10.20.4.3,10.20.10.133,52364,8333,49b277e13415e83ee20e73511d0297f415d5830ab28592e06b650ad289f1fc57,"[""bc1q95xd6j8rzng9lte3jxa4jxfh3r6vysg3mlhlqd""]","[""bc1qnldndgznqq4wz7nldvjcc97krjummmt4fx5s4e""]","[""0.69637400""]","[""0.69636141""]",0.00001259,P2WPKH,ID,AS64565 Synthetic ID Transit Cooperative 2,R00000029
2024-11-01T00:15:39Z,192.0.2.179,10.20.11.138,8980,8333,2a56edf52153b9683b605b99979adee02c4f49740bd110ba91dc2255f8aa1320,"[""bc1qgkqtmyejs7nhhp5hl35v8hfjfr3k80cfs2ljt9""]","[""bc1qvfzxyu29563lgm0tl8znc38ac3gkhtteqhyuk6""]","[""0.04019849""]","[""0.04017808""]",0.00002041,P2WPKH,ZA,AS64535 Synthetic ZA Transit Cooperative 2,R00000030
2024-11-01T00:16:13Z,192.0.2.6,10.20.7.199,15247,18333,f5fc86fe2f25733d101dc684099db39aebb62b0f2e57c0dbcf19c084ae59128c,"[""bc1qj0dtjjjrf3xpgs2f8qlwc3klvw9zmtq8esse9e""]","[""bc1qpq76jxs228g99g3rc975lsma93q6js0m72485u""]","[""0.63234457""]","[""0.63232057""]",0.00002400,P2SH,SG,AS64531 Synthetic SG Transit Cooperative 2,R00000031
2024-11-01T00:17:30Z,10.20.11.138,10.20.11.139,44781,8333,5e7f03883b94a4eea693e536a5de3b572b2effefc5f85da3fccd702dd1e22ebd,"[""bc1qmaevx9d2h25ck2ma7wamcx6ddu0ns6eulwl5lz""]","[""bc1qh58xkzs6sxctpg6t6gcsaehv7wx2ldsyvxyzc2""]","[""0.82397885""]","[""0.82395763""]",0.00002122,P2WPKH,AR,AS64539 Synthetic AR Transit Cooperative 2,R00000032
2024-11-01T00:17:47Z,10.20.7.188,10.20.4.3,53583,8333,f8aac785173a8a3e7171530482a75a71de3dfdf082b4c74d5025222f81fd1c14,"[""bc1qzl9ggj44a76037mux4hvqzqyhjak9r959xn2dj""]","[""bc1qg0n0kx3adwz8hd8a6v7tp3dvf92s4jvjgmtth7""]","[""0.28915716""]","[""0.28913759""]",0.00001957,P2WPKH,AE,AS64536 Synthetic AE Transit Cooperative 1,R00000033
2024-11-01T00:18:46Z,10.20.10.240,10.20.1.81,37825,8333,4e6a36b8fc11136e411438041138d529c4d458cee9e1be457837ebffdcb9ec32,"[""bc1qh58xkzs6sxctpg6t6gcsaehv7wx2ldsyvxyzc2""]","[""bc1qnsc76f4lzgvu07qxf08q2dkq2ut0k42udqye65""]","[""2.45513555""]","[""2.45511506""]",0.00002049,P2WPKH,NZ,AS64581 Synthetic NZ Transit Cooperative 2,R00000034
2024-11-01T00:20:25Z,10.20.4.3,10.20.7.188,26572,8333,97d12b2f47f8435d652bd472cc7c2f6060461d61718c80791aef4a5e6647764d,"[""bc1qf7wqdeeavq2kdgt9sph8kughsqjm0eqmdhapda""]","[""bc1qjnxppdegrd50fv9p9vgd2c49nmzkklhuu00t8z""]","[""0.99336025""]","[""0.99334929""]",0.00001096,P2WPKH,ID,AS64565 Synthetic ID Transit Cooperative 2,R00000035
2024-11-01T00:20:38Z,192.0.2.2,10.20.0.41,31554,8333,fdfcb5687b281034bd05175425ec823e58977bd8edc4766957a96873a5e0d26d,"[""bc1q676wnpn0lr2tuymzsp39yat9gz22hhpc9509fm"",""bc1qercqkzrlg7prnasjcj7lgdn0sqfgrjkrrpfsm8""]","[""bc1qdxvsd5n2wvyhxn9jw42ur28uhnkn9cfed2fctq""]","[""0.00046901"",""0.00136529""]","[""0.00179635""]",0.00003795,P2PKH,CO,AS64550 Synthetic CO Transit Cooperative 1,R00000036
2024-11-01T00:20:42Z,10.20.11.138,192.0.2.179,61689,8333,148301cff58664e188a9e6b44ef97c416ca530a9a4501b8c309cecc23e1f6448,"[""bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22""]","[""bc1qgkqtmyejs7nhhp5hl35v8hfjfr3k80cfs2ljt9""]","[""1.71029893""]","[""1.71028369""]",0.00001524,P2WPKH,AR,AS64539 Synthetic AR Transit Cooperative 2,R00000037
2024-11-01T00:20:52Z,192.0.2.2,10.20.2.17,10071,8333,d7da9d9a2c814d285eb05255c8947fb9dbfa459e680a53fbd73083af5b562455,"[""bc1q7gwx8sgywzdzydhkn3v9vvglu7048huqecn6zc""]","[""bc1q844dlkvjfey2pm8n5p6ppqnd3dqfm0end7nju3""]","[""0.01849095""]","[""0.01847702""]",0.00001393,OP_RETURN,CO,AS64550 Synthetic CO Transit Cooperative 1,R00000038
2024-11-01T00:21:36Z,10.20.1.81,10.20.10.240,1106,8333,3febdab10c2b5bb983427c74fcb60695d7f2597a786b04f9b5915a62674c52cf,"[""bc1qnldndgznqq4wz7nldvjcc97krjummmt4fx5s4e""]","[""bc1q24hpw2c2umv6udkkf3c4kscj9fehaydu67xsxh""]","[""0.36795687""]","[""0.36793671""]",0.00002016,P2WPKH,CH,AS64545 Synthetic CH Transit Cooperative 2,R00000039
2024-11-01T00:23:50Z,192.0.2.179,10.20.11.138,49187,8333,d2513a29a53f4a1aef74e00f3fc9044f626cbdb07223b03f1696a3d285b956b1,"[""bc1q0gew8wunha5zlnk0eg2pxlt289lk27kxv79awn""]","[""bc1qa90j5wv76umy0fxk48n0auv3l7yfzmt8rw4k9e""]","[""1.28297797""]","[""1.28296140""]",0.00001657,P2WPKH,ZA,AS64535 Synthetic ZA Transit Cooperative 2,R00000040
2024-11-01T00:23:59Z,10.20.1.81,10.20.10.240,39432,8333,37362c137714b8369d0716f608786ff582924e0755f4faab6921e887f1737fae,"[""bc1qnldndgznqq4wz7nldvjcc97krjummmt4fx5s4e""]","[""bc1q8qvy2vd363v086jqf33xtmcquz8l46zktvjv0f""]","[""2.39615100""]","[""2.39613474""]",0.00001626,P2WPKH,CH,AS64545 Synthetic CH Transit Cooperative 2,R00000041
2024-11-01T00:24:30Z,10.20.7.188,10.20.4.3,50281,8333,0f439692605333372c240ef177e607416738182453b9e5ca5a2eaaa5b23b1063,"[""bc1q0gew8wunha5zlnk0eg2pxlt289lk27kxv79awn""]","[""bc1q8qvy2vd363v086jqf33xtmcquz8l46zktvjv0f""]","[""2.41691587""]","[""2.41690775""]",0.00000812,P2WPKH,AE,AS64536 Synthetic AE Transit Cooperative 1,R00000042
2024-11-01T00:25:08Z,192.0.2.94,10.20.1.66,59416,8333,c502fbe4ceccdc62e06c93a544b6c84cc5816f1c4ccf375ac7c5fe4aad6988ba,"[""bc1q7gwx8sgywzdzydhkn3v9vvglu7048huqecn6zc""]","[""bc1q6xnn6ff43hu2lngzgmnppynpdsgtv0x6tjgrrz""]","[""0.00422433""]","[""0.00419653""]",0.00002780,P2WPKH,NZ,AS64581 Synthetic NZ Transit Cooperative 2,R00000043
2024-11-01T00:25:28Z,192.0.2.6,198.51.100.189,61351,8333,35a5164905661b18ba670959850598add98329d9dbe5f54a8752a15277d0ca78,"[""bc1qrfyz76uhzdj0vgfcdkgzpg2guzq5vydvy5czzy"",""bc1q25us5w5stkdrumsqsehrqp5jvd0wm6z55hujd2"",""bc1qercqkzrlg7prnasjcj7lgdn0sqfgrjkrrpfsm8"",""bc1qsj7lwlvu0suhn686gyntt738a9pklpf2fasrzv"",""bc1q676wnpn0lr2tuymzsp39yat9gz22hhpc9509fm"",""bc1qj0dtjjjrf3xpgs2f8qlwc3klvw9zmtq8esse9e"",""bc1qhfwqwtp3486hfuhnnv8rpu63gd3722u8hwcrk9"",""bc1qvxvec0g5clzwt2kjpwmzgv537ek4wnxlyt3tdn"",""bc1q9jxgg5z6rs8g6slspujvdm4knxae0t58rgt2d2"",""bc1qheg3pp7g9v88gejxwhv9g9jdfe46qyrwm3hkfx"",""bc1qn77mhsqxv4pxqkhykhyahdk8yj7h56t9yl654x""]","[""bc1qsedw6x9wc002hzcvlhcc476f59s06e6pjyz50k"",""bc1q3p2hsr4ckya5s05gyqkldmy2jtllaajp5fz60z""]","[""0.24888774"",""0.03613208"",""0.18170563"",""0.99003509"",""0.13240740"",""0.31721745"",""0.12245651"",""0.22538242"",""0.33230934"",""0.26682084"",""0.18724117""]","[""1.72568442"",""1.31478931""]",0.00012194,P2WPKH,SG,AS64531 Synthetic SG Transit Cooperative 2,R00000044
2024-11-01T00:26:07Z,10.20.10.133,10.20.4.3,58945,18332,ba3b30d782a9010bd1663325165b2102fc782a47885597bdfa070a8972376e97,"[""bc1qsrcgfvm6zj7gs5fxz7qqt8yrvxlgw8mr2unc6j""]","[""bc1qpuxv44dnx8dxu7dwyvk6um0u9qe0qptf83mmte""]","[""2.49862063""]","[""2.49860243""]",0.00001820,P2WPKH,ID,AS64564 Synthetic ID Transit Cooperative 1,R00000045
2024-11-01T00:26:13Z,10.20.10.240,10.20.10.241,35430,8333,3248e9dc95c89da08959e17a0681ddb8e2047dcb9e6c74655ed880a40e5045c0,"[""bc1qa90j5wv76umy0fxk48n0auv3l7yfzmt8rw4k9e""]","[""bc1q24hpw2c2umv6udkkf3c4kscj9fehaydu67xsxh""]","[""0.41262685""]","[""0.41261544""]",0.00001141,P2WPKH,NZ,AS64581 Synthetic NZ Transit Cooperative 2,R00000046
2024-11-01T00:26:43Z,10.20.11.138,192.0.2.179,53117,8333,b60a293626da683082ffdb4b7d7066143fde3efaef67fa412f481255bd1868c6,"[""bc1q74894g8p232rshflz6wwnlnnk6ff0e9e93r9p6""]","[""bc1qzl9ggj44a76037mux4hvqzqyhjak9r959xn2dj""]","[""0.79788230""]","[""0.79786230""]",0.00002000,P2WPKH,AR,AS64539 Synthetic AR Transit Cooperative 2,R00000047
2024-11-01T00:28:42Z,192.0.2.1,198.51.100.81,26349,8333,1ab4ac28fd8e792d5ddcf7cf09d66f09b4189efb98d571d21107b2f9ef0a2e73,"[""bc1qvxvec0g5clzwt2kjpwmzgv537ek4wnxlyt3tdn"",""bc1q7gwx8sgywzdzydhkn3v9vvglu7048huqecn6zc""]","[""bc1qz882y9ewg6pxmh98qadwr75dma5fquje7qyf64""]","[""0.11616346"",""0.37818040""]","[""0.49430609""]",0.00003777,P2SH,MX,AS64574 Synthetic MX Transit Cooperative 1,R00000048
2024-11-01T00:28:59Z,192.0.2.1,10.20.0.172,27936,8333,ebf931f6ae3848bd2caade18f186a025739196b022bcbbe6621aac8dcf2b1f8f,"[""bc1q6pacnplmamwvulhc2y2se5vyfeyggjktp05p95""]","[""bc1qg383la3fh2n85sl8gr2ernlyuwgx2n4el5mq04"",""bc1qqa29yt5wyehqtn9vdsxcqknfumg2cg8d372ny0""]","[""0.02565208""]","[""0.02144850"",""0.00417361""]",0.00002997,P2PKH,MX,AS64574 Synthetic MX Transit Cooperative 1,R00000049
2024-11-01T00:29:03Z,10.20.4.3,10.20.7.188,18877,8333,8fcf990b80b837e1c96ca90202cd35db53d8f00b410832f343ac6914c709d560,"[""bc1q0gew8wunha5zlnk0eg2pxlt289lk27kxv79awn""]","[""bc1q24hpw2c2umv6udkkf3c4kscj9fehaydu67xsxh""]","[""0.19467898""]","[""0.19466495""]",0.00001403,P2WPKH,ID,AS64565 Synthetic ID Transit Cooperative 2,R00000050
2024-11-01T00:29:10Z,192.0.2.5,10.20.10.173,41861,8333,215bab8b19e79241ed320bfcb845b276b731c9d433e2200e7f96663623814cf3,"[""bc1qc8xq2tqd9s5mdtr0w7y6kxy2hxqw2ea9emrwzz""]","[""bc1q5257yssegdw6n9m47xkh3rr2rr9hjf0pfkps93""]","[""0.32305794""]","[""0.32304126""]",0.00001668,P2PKH,US,AS64533 Synthetic US Transit Cooperative 2,R00000051
2024-11-01T00:29:19Z,10.20.10.240,10.20.10.241,48487,18332,3f943b0f872ccedc61cfa0589b3c35eba1b0128bdc08c918208eb24e19cd3133,"[""bc1q75afqgezaf5c3wvvfv4p6wh733575txysk4stl""]","[""bc1qm9de3wjkm9sndjsddsxxrt4sxzshhjdsmuk0c9""]","[""0.74120394""]","[""0.74119698""]",0.00000696,P2WPKH,NZ,AS64581 Synthetic NZ Transit Cooperative 2,R00000052
2024-11-01T00:29:22Z,192.0.2.1,10.20.4.234,24331,8333,05a61a905563a9011f38d0a04c07df204395224111ce9e7de0f50d302330a172,"[""bc1qrvd7a7su79s4x2g9lwkv20mglurwynu259kuse""]","[""bc1q8ctr6x7vj344te2etgvhjudlug8scnuk96da3v"",""bc1qj2d8jzvurkgdtwgmqu9u8p8ga9zjlxagkegwau""]","[""0.12329967""]","[""0.06560396"",""0.05767950""]",0.00001621,P2PKH,MX,AS64574 Synthetic MX Transit Cooperative 1,R00000053
2024-11-01T00:29:48Z,192.0.2.62,10.20.4.68,61242,8333,c173ca1e416a36283bdc38186e27372d360471bc557d1568ae81438163ffb574,"[""bc1qj0dtjjjrf3xpgs2f8qlwc3klvw9zmtq8esse9e""]","[""bc1qdy62k4cwjnqd8u4th8aaglr9ugey6mxxratc7p""]","[""0.49143263""]","[""0.49141970""]",0.00001293,MultiSig,IN,AS64524 Synthetic IN Transit Cooperative 1,R00000054
